city,season,temperature_c,humidity,rain_mm,wind_speed_kmh,visibility_m,weather_condition,air_pressure_hpa,date_time,avg_speed_kmh,vehicle_count,accident_count,area,congestion_level,road_condition
London,Winter,15.73639495152806,57.0,34.03486795008019,15.205431665510217,1832.0,Rain,1011.3716125709173,2024-02-27 08:50:00,39.031114111660834,5200.0,6.0,Kensington,Low,Damaged
London,Spring,11.755023045890594,76.0,0.0,26.791250242389324,4652.0,Storm,1004.5468397007725,2024-03-19 10:21:00,66.10101553732656,1612.4787379972565,5.0,Kensington,High,Wet
London,Spring,15.727586003009906,50.0,13.870455390747225,34.1255585964365,1656.0,Clear,1020.7790111910516,2024-05-05 03:08:00,51.29211777979816,263.0,4.0,Kensington,Unknown,Wet
London,Autumn,22.63222368838347,76.0,1.9481411345235933,23.173595457208343,6315.0,Fog,996.8162107164932,2024-11-08 22:35:00,52.45331273487965,896.0,0.0,Camden,High,Snowy
London,Spring,15.72210064638375,52.0,11.765416960001843,11.425535038557593,6529.0,Storm,991.882432733616,2024-05-30 04:33:00,30.85841430667549,2845.0,0.0,Greenwich,Medium,Snowy
London,Autumn,23.39269623701868,75.0,6.517133056875189,20.640448017455,5742.0,Clear,1023.8371583958962,2024-08-01 05:59:00,58.617222216589305,2390.0,3.0,Chelsea,Low,Snowy
London,Summer,21.072154524492024,67.0,23.38060772727998,61.004225614251055,3728.0,Rain,990.344296910199,2024-08-31 01:03:00,59.32435970143345,2200.0,5.0,Greenwich,Low,Dry
London,Spring,12.530875218781814,52.0,6.452380683480747,38.4437307232952,2948.0,Rain,1006.223367978956,2024-04-24 04:24:00,63.54702267637344,2688.0,2.0,Kensington,Low,Dry
London,Summer,14.625746008836828,72.0,9.156539765451296,18.528019843524905,6046.0,Storm,1001.2648956340872,2024-06-04 11:09:00,45.24338621449186,4103.0,3.0,Camden,Medium,Dry
London,Winter,10.720202493238594,59.0,0.0,39.08866913664284,6259.0,Rain,1007.6370450754956,2024-12-14 01:12:00,67.73107908011488,1596.8474074074074,1.0,Camden,Medium,Dry
London,Winter,15.253021691129304,90.0,23.471471524166816,1.7114252638197731,4052.0,Storm,1007.247555228962,2024-02-27 11:12:00,53.40722054770098,3105.0,7.0,Chelsea,Medium,Damaged
London,Autumn,9.77864913383774,52.0,17.80213040762503,2.242911325349226,8767.0,Snow,1000.5455641170896,2024-11-04 12:22:00,51.99603660077285,2977.0,4.0,Southwark,Low,Dry
London,Spring,8.312019646060577,56.0,0.4809611828808799,0.0,5868.0,Snow,983.8927315039358,2024-04-11 09:38:00,46.85329682666937,4337.0,5.0,Camden,Medium,Dry
London,Summer,17.333220016597615,76.0,2.6602830906928627,31.52657919858152,6061.0,Storm,1021.2456564657516,2024-06-29 20:55:00,38.24828416527831,4527.0,4.0,Islington,Medium,Dry
London,Winter,19.674967752333146,86.0,0.0,11.448044307190576,1585.0,Clear,994.2920625415744,2024-01-25 06:33:00,42.87108793229346,830.0,2.0,Islington,Low,Wet
London,Spring,7.432462602572977,74.0,0.0,20.2964641329044,3525.0,Storm,1005.904873674946,2024-03-25 01:12:00,47.51601866743442,1884.0,4.0,Southwark,High,Wet
London,Winter,18.409278384640963,81.0,8.35215218838248,19.01494275955035,5065.0,Storm,1006.8815989222828,2024-02-15 01:42:00,55.13597355967189,1013.0,4.0,Chelsea,High,Snowy
London,Summer,10.856549054432325,87.0,17.58914952933688,37.1101989374505,5509.0,Rain,1006.8464985887214,2024-07-06 02:48:00,39.55121848945816,738.0,0.0,Camden,High,Dry
London,Spring,11.962070002825389,59.0,12.30670553716873,53.19050910014349,2094.0,Clear,1028.3909214802184,2024-03-14 22:48:00,53.821574057739824,5515.0,6.0,Kensington,Low,Dry
London,Spring,11.74793391493235,79.0,16.355054476941874,21.802160305208005,7370.0,Clear,1019.2031324833392,2024-03-20 19:58:00,70.95093243764711,2202.0,5.0,Islington,High,Wet
London,Spring,5.607993072218775,74.0,10.241009307662708,46.71576430128691,5433.0,Snow,993.152127181917,2024-03-18 09:20:00,23.02186570480005,2365.0,10.0,Camden,High,Wet
London,Summer,24.426579292437705,69.0,1.1633174373723918,39.44032354116043,6387.0,Rain,993.623046918992,2024-07-18 20:20:00,70.12507031663803,2350.0,3.0,Chelsea,High,Snowy
London,Summer,22.993985196003365,59.0,15.680809307109207,15.966596567364926,7591.0,Clear,1020.252163430383,2024-06-24 04:50:00,53.11196467186421,2810.0,8.0,Islington,Low,Dry
London,Autumn,11.35419116736066,63.0,4.3102774295152,29.050434965571288,6831.0,Clear,982.2381201624964,2024-10-27 04:52:00,41.81046671784665,2933.0,4.0,Kensington,Medium,Snowy
London,Summer,22.48984670466267,70.0,9.622182121771496,11.28959863861336,7764.0,Snow,1005.0479686302784,2024-08-09 08:54:00,48.72339556642975,2367.0,0.0,Chelsea,Medium,Damaged
London,Autumn,5.929300714492037,51.0,18.63756758878765,59.26876627990511,1268.0,Clear,1019.6485463851162,2024-08-29 20:09:00,30.662314618348333,678.0,1.0,Greenwich,Medium,Damaged
London,Winter,7.333565207318156,60.0,0.0,16.177271973408608,7637.0,Snow,1023.4390260494192,2024-01-10 00:25:00,67.477417141934,2770.0,4.0,Islington,Low,Snowy
London,Summer,8.726387956035795,71.0,9.051406421228815,13.759737518442968,9993.0,Clear,1002.8158003327428,2024-06-21 10:57:00,53.62029368320661,923.0,5.0,Camden,Medium,Wet
London,Autumn,6.035993408579543,88.0,20.694041829147373,21.264253883374025,3832.0,Snow,1015.2680396235236,2024-05-13 09:43:00,60.8982549495484,3360.0,6.0,Southwark,Low,Dry
London,Spring,21.442312905988608,75.0,0.0,31.01996435778396,1878.0,Snow,987.586350347548,2024-05-09 15:07:00,47.23810520078867,6399.0,15.0,Greenwich,Medium,Damaged
London,Autumn,15.035895245296802,67.0,8.733101463429236,19.88553349353849,8894.0,Fog,1028.369203808341,2024-10-03 11:33:00,30.069601994969254,2888.0,10.0,Camden,Medium,Wet
London,Summer,5.099972985839079,57.0,0.0,2.9034072093851435,4724.0,Clear,1005.636795124961,2024-08-25 01:49:00,32.67765773065581,4525.0,2.0,Kensington,Medium,Dry
London,Autumn,-10.0,83.0,0.0,38.8754316587,7313.0,Rain,1004.3991106738524,2024-10-04 21:38:00,38.54793426646217,3703.0,9.0,Greenwich,Low,Snowy
London,Winter,12.673185347413645,80.0,22.489066712102183,10.554936139830549,3052.0,Storm,997.5804268106906,2024-01-28 20:54:00,67.15314704588084,680.0,0.0,Greenwich,Low,Snowy
London,Spring,15.20624993835063,86.0,6.155815896220636,34.02166608761641,5509.0,Rain,982.2377018120868,2024-03-17 22:35:00,52.78922556365268,4398.0,14.0,Kensington,Medium,Snowy
London,Summer,-10.0,76.0,0.0,33.3558200274618,6707.0,Storm,987.97586204266,2024-07-09 17:47:00,28.151898615750987,1262.0,5.0,Islington,High,Wet
London,Spring,18.003456581394374,72.0,0.0,0.0,3416.0,Storm,998.7659050837232,2024-03-16 08:58:00,51.629156188970775,7919.0,11.0,Westminster,Medium,Damaged
London,Winter,15.233571918262252,85.0,0.0,8.946742943614648,5509.0,Clear,1020.9253214172812,2024-12-12 13:57:00,74.10443806811148,5273.0,5.0,Greenwich,Low,Wet
London,Spring,8.494062163571236,61.0,10.960325777561124,66.9389558453677,1557.0,Storm,996.6722108684066,2024-05-02 15:14:00,60.198741242229474,1495.0,4.0,Greenwich,Medium,Wet
London,Spring,17.87186757561235,81.0,5.835937014244308,14.235883412272113,4466.0,Clear,990.392408334444,2024-04-19 14:03:00,100.0,204.0,4.0,Islington,Medium,Snowy
London,Winter,13.976873540429027,85.0,0.3446544299749128,29.4530358470441,2468.0,Clear,997.6957143672628,2024-02-14 05:27:00,53.28272378915713,5857.0,16.0,Islington,High,Dry
London,Winter,20.80837614328688,71.0,7.265708382815341,42.34051403680445,3712.0,Snow,994.7529742847016,2024-01-01 20:36:00,51.74379076193048,2648.0,5.0,Chelsea,Medium,Damaged
London,Autumn,9.162099481672955,77.0,0.0387824987380431,35.895116364653106,9036.0,Rain,993.6771752750552,2024-11-17 01:22:00,48.60705759012336,5779.0,10.0,Islington,Low,Snowy
London,Summer,6.178274693261894,70.0,11.599041825862493,51.54560145329028,5882.0,Fog,999.496985561678,2024-07-27 21:10:00,28.83104509277196,1875.0,1.0,Greenwich,High,Snowy
London,Winter,13.68923899326639,68.0,0.0,20.081125592204693,3750.0,Storm,1015.0290203270416,2024-01-08 14:44:00,64.89258511923514,6486.0,5.0,Greenwich,Medium,Wet
London,Autumn,19.28292765200461,64.0,0.0,51.72590205788242,6287.0,Clear,1028.6588695573182,2024-09-07 18:06:00,78.15866331887874,1550.6073968705548,1.0,Greenwich,High,Wet
London,Summer,10.117892223556332,70.32112436115844,13.931709054655942,24.661821084220463,20000.0,Fog,992.8698094305936,2024-08-26 00:46:00,40.24201593648666,3203.0,12.0,Chelsea,Low,Dry
London,Winter,7.548349328835354,70.0,17.573869226858957,24.40053432195785,20000.0,Snow,995.5399456850756,2024-02-29 18:23:00,41.56370656502665,2957.0,3.0,Chelsea,Low,Wet
London,Spring,23.657185241378404,74.0,9.421965751535383,30.200635980223986,20000.0,Rain,992.668501414683,2024-03-07 08:58:00,52.87949612753086,2039.0,0.0,Chelsea,Medium,Dry
London,Spring,19.689608141816933,57.0,0.0,26.12309667630488,9605.0,Clear,992.5904029222024,2024-04-30 03:36:00,52.363365687647395,4713.0,7.0,Islington,High,Damaged
London,Autumn,24.527364661341192,89.0,12.977648943305764,39.81265492406156,5942.0,Clear,1012.5780204502036,2024-10-09 03:20:00,68.45968311984609,1596.8474074074074,1.0,Camden,Low,Snowy
London,Autumn,20.79088138711609,56.0,2.2475644331717697,30.32160167083602,4719.0,Snow,1018.2942234585322,2024-04-06 03:28:00,20.82908953333333,100.0,2.0,Camden,Unknown,Damaged
London,Winter,24.74092827664642,65.0,6.186430462350126,31.33940337505739,5509.0,Rain,1001.3163363217792,2024-01-31 22:28:00,77.36440723863487,1626.0,0.0,Chelsea,High,Damaged
London,Summer,5.963444914192251,50.0,0.7711992987731806,10.820101508142049,1693.0,Clear,1002.010895758468,2024-08-01 02:25:00,56.19037837831406,3059.0,6.0,Southwark,Low,Wet
London,Summer,14.625746008836828,56.0,12.240345922997218,28.021749473884945,8619.0,Snow,998.860822224759,2024-08-03 21:42:00,33.61455362107979,5033.0,7.0,Chelsea,Low,Snowy
London,Autumn,24.24579202404312,56.0,3.5055518764610394,38.86096959602533,6296.0,Rain,991.6527970815196,2024-06-13 12:51:00,62.339342690598045,2208.0,7.0,Westminster,Medium,Wet
London,Winter,16.394310357806276,54.0,17.451789076744337,29.27500673197685,3696.0,Snow,1017.7583603257312,2024-12-30 20:48:00,26.887332578499677,2346.0,4.0,Kensington,Low,Damaged
London,Winter,23.884062107753223,62.0,1.266460493993098,21.403303871805477,5606.0,Rain,1012.4054573686356,2024-02-03 00:04:00,73.77624023039641,2669.0,3.0,Kensington,Medium,Snowy
London,Spring,5.22039287992389,70.79382303839733,19.16728617172273,34.62182655389713,8282.0,Fog,982.1315898403928,2024-03-02 18:24:00,20.066463615239783,1761.0,0.0,Islington,High,Snowy
London,Spring,21.89717906365352,81.0,2.421170244847097,34.68256294781066,2605.0,Fog,980.3474927693396,2024-03-12 00:59:00,63.834181339956544,2844.0,5.0,Westminster,High,Dry
London,Spring,7.70108346675745,56.0,0.0,30.225749333881268,7122.0,Rain,989.2505804560482,2024-05-09 16:56:00,44.60683144503773,1664.0,6.0,Southwark,Low,Wet
London,Winter,13.089470983080602,50.0,7.788450732608876,36.67245422343089,9306.0,Storm,999.1995142721752,2024-02-21 20:55:00,40.97620919917263,2744.0,0.0,Westminster,High,Snowy
London,Winter,15.067595827297248,67.0,17.91056975629071,49.73442236541473,9898.0,Rain,990.1770122366372,2024-12-12 16:18:00,51.13762701456752,4852.0,7.0,Southwark,Low,Dry
London,Autumn,24.587001970910435,60.0,13.038627096605342,44.98709469600839,2872.0,Fog,1023.7297367155368,2024-09-26 00:31:00,36.76884159702342,430.0,2.0,Kensington,Unknown,Snowy
London,Autumn,12.519655890026147,70.0,0.0,35.49859221001858,1596.0,Snow,994.1970908921064,2024-09-12 15:00:00,59.30345432698433,879.0,4.0,Greenwich,High,Dry
London,Autumn,19.508847794565018,50.0,0.0,17.51966992963888,6788.0,Rain,992.9481292956376,2024-11-13 09:43:00,49.38316774174879,1136.0,4.0,Islington,Low,Wet
London,Summer,-10.0,70.32112436115844,0.958201039868496,32.80821211888456,3137.0,Storm,1026.95521868519,2024-06-18 02:59:00,21.18210513470044,1980.0,0.0,Chelsea,Low,Damaged
London,Winter,21.9850919121679,78.0,6.433563740727132,20.07546057529406,9464.0,Storm,999.1169515233164,2024-12-27 05:44:00,29.965683545009256,2862.0,2.0,Chelsea,Medium,Wet
London,Autumn,23.549097543617915,65.0,4.895879829289361,15.692126914175056,4279.0,Rain,1008.0269072448888,2024-11-27 13:50:00,73.8207663554836,260.0,4.0,Southwark,Low,Snowy
London,Autumn,9.825673542913906,75.0,22.700670858133627,33.80399674465212,3340.0,Storm,1024.493731571625,2024-09-20 08:19:00,48.83259000782192,2844.0,1.0,Chelsea,High,Snowy
London,Summer,14.863045380725705,70.0,3.676497647950121,29.712173773274728,1432.0,Clear,1008.9998887089928,2024-08-24 01:01:00,75.96486938164551,1634.0,5.0,Islington,Low,Snowy
London,Autumn,12.085803016316143,72.0,21.65662549370947,4.252229667971541,3718.0,Snow,997.0146653306743,2024-10-28 17:27:00,45.660208989385346,3885.0,7.0,Kensington,High,Dry
London,Spring,19.37741674172449,62.0,5.712780655405336,26.84104637930841,5455.0,Rain,1028.1594804197518,2024-05-23 22:18:00,57.60590302857161,2939.0,1.0,Kensington,Low,Wet
London,Spring,10.50196984020484,63.0,25.547923646100053,58.16089217614385,5677.0,Rain,999.9115946083346,2024-03-12 12:46:00,47.67359644171758,521.0,3.0,Camden,Medium,Damaged
London,Summer,7.165105178069736,68.0,4.206642725699062,6.241759347484553,4725.0,Rain,992.0668759731348,2024-08-14 11:22:00,35.92957587326117,4147.0,6.0,Greenwich,Medium,Wet
London,Autumn,6.775579297821512,65.0,0.0,33.02004704283716,6915.0,Storm,1026.833531012893,2024-10-12 22:03:00,52.87633244599251,318.0,2.0,Chelsea,High,Damaged
London,Winter,13.95578369479706,58.0,9.266482771125926,46.41673375161271,8215.0,Clear,1018.0615835000144,2024-12-13 03:31:00,25.652868794747363,2151.0,3.0,Camden,Low,Snowy
London,Winter,15.93758567877596,57.0,25.792172714667817,35.01271219722084,5470.0,Rain,1025.1888233832583,2024-01-19 07:44:00,69.39633609545531,3870.0,3.0,Southwark,Medium,Wet
London,Spring,8.37561664951867,62.0,7.279191692074933,58.50945300562023,3621.0,Snow,991.993961900113,2024-05-25 17:00:00,69.70116423665314,1895.0,1.0,Camden,Low,Wet
London,Winter,22.252615836528108,64.0,4.132060814575393,44.38819331879471,2303.0,Clear,1024.432729557889,2024-01-26 13:44:00,41.39967353084364,3806.0,6.0,Kensington,Low,Wet
London,Spring,17.744856456431542,89.0,4.372382167761981,24.502769237587145,4813.0,Clear,989.1834921508346,2024-05-20 17:55:00,28.756602175750345,369.0,2.0,Westminster,Unknown,Wet
London,Autumn,10.577531921689843,87.0,0.0,70.55535201120045,7757.0,Storm,990.7433660900684,2024-09-23 21:48:00,40.26587812234185,3064.607396870555,4.0,Camden,Low,Dry
London,Summer,15.26473638624266,66.0,7.770085115856045,23.658208297913813,3483.0,Storm,1027.058317805344,2024-07-20 14:44:00,38.39386477832893,1963.0,2.0,Islington,Low,Snowy
London,Autumn,16.820810956984797,50.0,6.72904977363969,43.14459705110843,2727.0,Fog,1029.007549475063,2024-10-15 20:49:00,33.30996052725328,2598.0,3.0,Westminster,Low,Dry
London,Summer,9.537096130029056,88.0,6.503192003094149,4.511142492945616,3553.0,Clear,995.4835451722151,2024-07-29 10:42:00,46.631216978311805,2583.0,0.0,Southwark,High,Wet
London,Autumn,15.579941055250227,68.0,16.64095144265238,26.534812686871696,3002.0,Fog,1014.924502986084,2024-11-12 12:09:00,46.14461796184325,3647.0,6.0,Westminster,Low,Dry
London,Autumn,9.23509149115814,52.0,0.0,28.115511567378004,8628.0,Rain,992.5494604524936,2024-10-14 22:22:00,70.66249461467031,416.0,5.0,Greenwich,High,Damaged
London,Winter,14.96852182714974,82.0,1.239474657273509,9.888949159485758,3028.0,Clear,997.1392699008096,2024-12-03 04:43:00,46.91643108149381,3456.0,8.0,Islington,Medium,Dry
London,Autumn,7.332520220410624,70.60092095165004,10.25659287557275,0.0514470852026356,6103.0,Rain,1003.2680949044776,2024-11-19 16:27:00,46.38045784993636,2735.0,7.0,Greenwich,Medium,Damaged
London,Spring,16.0382057965004,71.0,0.0,30.32160167083602,4798.0,Rain,1019.8877894152132,2024-05-04 16:11:00,46.863463841761785,3973.0,5.0,Greenwich,Medium,Wet
London,Autumn,20.473267720884635,84.0,9.190668292359188,18.29556614253208,9420.0,Snow,1019.5383794605344,2024-10-27 04:20:00,41.81046671784665,2933.0,4.0,Kensington,Medium,Snowy
London,Autumn,23.32244760044749,76.0,2.55965726044127,41.23076503462819,7053.0,Storm,990.9587748532048,2024-09-18 01:39:00,36.0086281537218,1811.0,8.0,Kensington,Low,Dry
London,Summer,14.625746008836828,66.0,6.2929433590482935,30.159854728059845,6732.0,Clear,1007.3948616410278,2024-06-05 12:16:00,68.54320801456018,1139.0,5.0,Westminster,Unknown,Wet
